source_name,author,title,description,url,url_to_image,published_at,content
The Times of India,Debaroti Adhikary,IT stocks tumble up to 3% after TCS Q4 earnings. What's spooking investors?,"IT stocks fell up to 3% after TCS reported Q4 results that failed to impress the Street, dragging the Nifty IT index over 2%. Despite broader market gains, investor sentiment weakened amid muted demand outlook, cautious brokerage commentary and renewed concer…",https://economictimes.indiatimes.com/markets/stocks/news/it-stocks-tumble-up-to-3-after-tcs-q4-earnings-whats-spooking-investors/articleshow/130162512.cms,"https://img.etimg.com/thumb/msid-130162520,width-1200,height-630,imgsize-56974,overlay-etmarkets/articleshow.jpg",2026-04-10T07:14:37Z,"Shares of IT companies like Infosys, HCLTech and others tumbled up to 3% on Friday despite overall bullish sentiment on Dalal Street, as India's largest IT services provider, Tata Consultancy Service… [+2825 chars]"
RTE,RTÉ News,"TSMC's Q1 revenue jumps 35%, beating forecasts","The world's largest contract chipmaker, TSMC, has today reported first-quarter revenue of T$1.134 trillion ($35.71 billion), rising 35% on the year to beat market forecasts on surging interest in artificial intelligence (AI) applications.",https://www.rte.ie/news/business/2026/0410/1567508-tsmcs-q1-revenue-jumps-35-beating-forecasts/,https://www.rte.ie/images/0022e4bb-1600.jpg,2026-04-10T07:14:29Z,"The world's largest contract chipmaker, TSMC, has today reported first-quarter revenue of T$1.134 trillion ($35.71 billion), rising 35% on the year to beat market forecasts on surging interest in art… [+1082 chars]"
Ibtimes.com.au,Daniel Lee,France's Top 10 AI Companies in 2026: Mistral AI Leads Europe's Generative Surge Amid National Push,"PARIS — France has solidified its position as Europe's leading artificial intelligence hub in 2026, with more than 750 AI-focused companies driving innovation in foundational models, healthcare, enterprise platforms and defense applications. Backed by massive…",https://www.ibtimes.com.au/frances-top-10-ai-companies-2026-mistral-ai-leads-europes-generative-surge-amid-national-push-1866010,https://d.ibtimes.com.au/en/full/1891653/artificial-intelligence-ai.jpg,2026-04-10T06:59:29Z,"PARIS — France has solidified its position as Europe's leading artificial intelligence hub in 2026, with more than 750 AI-focused companies driving innovation in foundational models, healthcare, ente… [+6990 chars]"
The Times of India,Reuters,"TSMC's Q1 revenue jumps 35% YoY, beats market forecasts","TSMC will ⁠report full first-quarter earnings on April 16, including ​an updated outlook for the current quarter ​and the full year. The company, whose customers include Nvidia, has been a major beneficiary of advances in AI, which has more than offset a tape…",https://economictimes.indiatimes.com/tech/technology/tsmcs-q1-revenue-jumps-35-yoy-beats-market-forecasts/articleshow/130161980.cms,"https://img.etimg.com/thumb/width-1200,height-900,imgsize-89122,resizemode-75,msid-130161980/tech/technology/tsmcs-q1-revenue-jumps-35-yoy-beats-market-forecasts.jpg",2026-04-10T06:51:34Z,"The world's largest contract chipmaker, TSMC, reported first-quarter revenue of T$1.134 trillion ($35.71 billion) on Friday, rising 35% on the year to beat market forecasts on surging interest in art… [+1104 chars]"
Financial Post,Bloomberg News,TSMC’s Sales Beat Estimates After War Fails to Dent AI Demand,"Taiwan Semiconductor Manufacturing Co. reported a 35% increase in quarterly revenue, suggesting global AI chip demand remained intact during the first weeks of war in the Middle East.",https://financialpost.com/pmn/business-pmn/tsmcs-sales-beat-estimates-after-war-fails-to-dent-ai-demand,https://smartcdn.gprod.postmedia.digital/financialpost/wp-content/uploads/2026/04/tsmc-shares-shrug-off-concerns-over-war-ai-bubble-stock-re.jpg,2026-04-10T06:00:32Z,"(Bloomberg) Taiwan Semiconductor Manufacturing Co. reported a 35% increase in quarterly revenue, suggesting global AI chip demand remained intact during the first weeks of war in the Middle East.
TH… [+4760 chars]"
CNA,,"TSMC's Q1 revenue jumps 35% y/y, beats market forecasts","TAIPEI, April 10 : The world's largest contract chipmaker, TSMC, reported first-quarter revenue of T$1.134 trillion ($35.71 billion) on Friday, rising 35 per cent on the year to beat market forecasts on surging interest in artificial intelligence (AI) applica…",https://www.channelnewsasia.com/business/tsmcs-q1-revenue-jumps-35-yy-beats-market-forecasts-6048561,"https://dam.mediacorp.sg/image/upload/s--IIQ0NjtA--/c_fill,g_auto,h_676,w_1200/fl_relative,g_south_east,l_mediacorp:cna:watermark:2024-04:reuters_1,w_0.1/f_auto,q_auto/v1/one-cms/core/2026-04-10T053612Z_1_LYNXMPEM3908A_RTROPTP_3_TSMC-RESULTS.JPG?itok=WZJlNU3y",2026-04-10T05:37:11Z,"TAIPEI, April 10 : The world's largest contract chipmaker, TSMC, reported first-quarter revenue of T$1.134 trillion ($35.71 billion) on Friday, rising 35 per cent on the year to beat market forecasts… [+1157 chars]"
CNA,,TSMC's first-quarter revenue surges as AI interest propels sales beyond market forecasts,"TAIPEI, April 10 : TSMC, the world's largest contract chipmaker, on Friday reported a 35 per cent surge in first-quarter revenue, beating market forecasts, thanks to unabated interest in artificial intelligence applications.January-March revenue reached T$1.1…",https://www.channelnewsasia.com/business/tsmcs-first-quarter-revenue-surges-ai-interest-propels-sales-beyond-market-forecasts-6048561,"https://dam.mediacorp.sg/image/upload/s--IIQ0NjtA--/c_fill,g_auto,h_676,w_1200/fl_relative,g_south_east,l_mediacorp:cna:watermark:2024-04:reuters_1,w_0.1/f_auto,q_auto/v1/one-cms/core/2026-04-10T053612Z_1_LYNXMPEM3908A_RTROPTP_3_TSMC-RESULTS.JPG?itok=WZJlNU3y",2026-04-10T05:37:11Z,"TAIPEI, April 10 : TSMC, the world's largest contract chipmaker, on Friday reported a 35 per cent surge in first-quarter revenue, beating market forecasts, thanks to unabated interest in artificial i… [+1755 chars]"
CNA,,"TSMC's Q1 revenue jumps 35% y/y, beats market forecast","TAIPEI, April 10 : TSMC, the world's largest contract chipmaker, reported on Friday first-quarter revenue of T$1.134 trillion ($35.71 billion), beating the market forecasts and up 35 per cent on the year ago period on surging interest in artificial intelligen…",https://www.channelnewsasia.com/business/tsmcs-q1-revenue-jumps-35-yy-beats-market-forecast-6048561,"https://dam.mediacorp.sg/image/upload/s--IIQ0NjtA--/c_fill,g_auto,h_676,w_1200/fl_relative,g_south_east,l_mediacorp:cna:watermark:2024-04:reuters_1,w_0.1/f_auto,q_auto/v1/one-cms/core/2026-04-10T053612Z_1_LYNXMPEM3908A_RTROPTP_3_TSMC-RESULTS.JPG?itok=WZJlNU3y",2026-04-10T05:37:11Z,"TAIPEI, April 10 : TSMC, the world's largest contract chipmaker, reported on Friday first-quarter revenue of T$1.134 trillion ($35.71 billion), beating the market forecasts and up 35 per cent on the … [+323 chars]"
Yahoo Entertainment,DAMIAN J. TROISE and ALEX VEIGA,Stocks drift lower and oil prices ease ahead of planned US-Iran talks,Stocks drifted mostly lower on Wall Street and oil prices slipped Friday ahead of planned U.S.-Iran talks following a shaky ceasefire agreement.  The Dow...,https://finance.yahoo.com/markets/world-indices/articles/asian-stocks-mostly-higher-oil-053143960.html,https://s.yimg.com/ny/api/res/1.2/R0QuufRJZy9yQszliv7ZDw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/ap.org/ee8b02151730f7ae561859166cb89a77,2026-04-10T05:31:43Z,"Stocks drifted mostly lower on Wall Street and oil prices slipped Friday ahead of planned U.S.-Iran talks following a shaky ceasefire agreement.
The S&amp;P 500 inched 0.1% lower after a day of chop… [+3647 chars]"
The Daily Caller,Leif Larson,LEIF LARSON: Satellite-Based GPS Becoming National Security Problem,"The United States needs a resilient, terrestrial complement and backup to GPS, with Positioning, Navigation and Timing (PNT) systems, to keep pace with other",https://dailycaller.com/2026/04/10/opinion-satellite-based-gps-becoming-national-security-problem-leif-larson/,"https://images.dailycaller.com/image/width=1280,height=549,fit=cover,format=webp,f=auto/https://cdn01.dailycaller.com/wp-content/uploads/2025/09/GettyImages-2215644444-1-e1758315688245.jpg",2026-04-10T05:07:51Z,"The United States needs a resilient, terrestrial complement and backup to GPS, with Positioning, Navigation and Timing (PNT) systems, to keep pace with other developed nations that already have these… [+4998 chars]"
Yahoo Entertainment,Maham Fatima,"T-Mobile (TMUS), Nvidia (NVDA) Integrate AI Applications on AI-RAN Infrastructure",T-Mobile US Inc. (NASDAQ:TMUS) is one of the 10 Best Growth Stocks to Buy for the Next Decade. T-Mobile US Inc. (NASDAQ:TMUS) is one of the best growth...,https://finance.yahoo.com/sectors/technology/articles/t-mobile-tmus-nvidia-nvda-050321718.html,https://s.yimg.com/os/en/insidermonkey.com/fc993885cde16719fa19aca2b4c219b8,2026-04-10T05:03:21Z,"T-Mobile US Inc. (NASDAQ:TMUS) is one of the
10 Best Growth Stocks to Buy for the Next Decade. T-Mobile US Inc. (NASDAQ:TMUS) is one of the best growth stocks to buy for the next decade. On March 16… [+2173 chars]"
The Times of India,Bloomberg,Former DeepMind researchers bet on visual AI with new startup,"Andrew Dai has launched Elorian, a startup aiming to improve AI’s ability to understand and reason about visual information. Backed by major investors, the company is developing specialized models to support real-world applications like robotics and design, a…",https://economictimes.indiatimes.com/tech/artificial-intelligence/former-deepmind-researchers-bet-on-visual-ai-with-new-startup/articleshow/130159486.cms,"https://img.etimg.com/thumb/width-1200,height-900,imgsize-288828,resizemode-75,msid-130159486/tech/artificial-intelligence/former-deepmind-researchers-bet-on-visual-ai-with-new-startup.jpg",2026-04-10T04:41:41Z,"Former Google DeepMind researcher Andrew Dai believes that the artificial intelligence models at big labs have the intelligence of a 3-year-old kid, at least when it comes to making sense of visual p… [+4418 chars]"
Madshrimps.be,Stefan,NVIDIA N1 Gaming SoC Surfaces on Laptop Motherboard with 128 GB LPDDR5X Memory,"NVIDIA’s upcoming N1 SoC, designed for gaming laptops, has officially appeared for the first time alongside its motherboard intended for a laptop. Featuring 128 GB of LPDDR5X memory running at 8,533 MT/s, the SoC is paired with SK hynix modules. NVIDIA’s OEM …",https://www.madshrimps.be/news/nvidia-n1-gaming-soc-surfaces-on-laptop-motherboard-with-128-gb-lpddr5x-memory/,,2026-04-10T03:53:15Z,"NVIDIA’s upcoming N1 SoC, designed for gaming laptops, has officially appeared for the first time alongside its motherboard intended for a laptop. Featuring 128 GB of LPDDR5X memory running at 8,533 … [+597 chars]"
Yahoo Entertainment,Vardah Gill,"Seaport Research Downgrades Broadcom (AVGO) to Neutral, Cites Industry Limits","Broadcom Inc. (NASDAQ:AVGO) is included among the 15 Best Cheap Dividend Stocks to Buy. On April 8, Seaport Research downgraded Broadcom Inc. (NASDAQ:AVGO...",https://finance.yahoo.com/markets/stocks/articles/seaport-research-downgrades-broadcom-avgo-033022678.html,https://s.yimg.com/ny/api/res/1.2/_XH4s0HiERvNsKsidfPiIg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/4a31470717140dc0b5330d507cacd0ab,2026-04-10T03:30:22Z,"Broadcom Inc. (NASDAQ:AVGO) is included among the 15 Best Cheap Dividend Stocks to Buy.
Seaport Research Downgrades Broadcom (AVGO) to Neutral, Cites Industry Limits
On April 8, Seaport Research do… [+1960 chars]"
Ozbargain.com.au,evatech,"Gaming PC: 7800X3D, RTX 5070 Ti, 32GB 6000/C36 DDR5, B850M WiFi, 1TB SSD, 750W $2999 / $1694 BYO GPU + Del (VIC C&C) @ Evatech","We're getting excited for next month's anticipated release of 007 First Light & Forza Horizon 6, so this offer has a little theme. But don't worry, if these games aren't your …",https://www.ozbargain.com.au/node/955129,https://files.ozbargain.com.au/n/29/955129l.jpg?h=dea067a3,2026-04-10T02:07:43Z,"We're getting excited for next month's anticipated release of 007 First Light &amp; Forza Horizon 6, so this offer has a little theme. But don't worry, if these games aren't your thing, the PC still … [+4779 chars]"
SiliconANGLE News,Mike Wheatley,Meta Platforms says it will spend an additional $21B on CoreWeave’s AI infrastructure,Meta Platforms Inc. said today it’s going to throw an additional $21 billion at the cloud artificial intelligence infrastructure provider CoreWeave Inc. as it strives to keep pace with rival AI developers. The deal expands the social media giant’s partnership…,https://siliconangle.com/2026/04/09/meta-platforms-says-will-spend-additional-21b-coreweaves-ai-infrastructure/,https://d15shllkswkct0.cloudfront.net/wp-content/blogs.dir/1/files/2026/04/Screenshot-from-2025-10-01-06-41-02.png,2026-04-10T01:54:24Z,Meta Platforms Inc. said today its going to throw an additional $21 billion at the cloud artificial intelligence infrastructure provider CoreWeave Inc. as it strives to keep pace with rival AI develo… [+4803 chars]
Yahoo Entertainment,Angelica Ballesteros,"Nebius Group (NBIS) Soars 9% on Upbeat Coverage, PT Hike",Nebius Group NV (NASDAQ:NBIS) is one of the 10 Stocks With Easy 9-30% Upside. Nebius extended its winning streak to a 5th consecutive day on Thursday...,https://finance.yahoo.com/markets/stocks/articles/nebius-group-nbis-soars-9-014355538.html,https://s.yimg.com/os/en/insidermonkey.com/00eaf4b2294045d51fd64be74c763763,2026-04-10T01:43:55Z,"Nebius Group NV (NASDAQ:NBIS) is one of the 10 Stocks With Easy 9-30% Upside.
Nebius extended its winning streak to a 5th consecutive day on Thursday, climbing 9.06 percent to finish at $136.33 apie… [+2091 chars]"
SiliconANGLE News,Maria Deutscher,RISC-V chip design startup SiFive nabs $400M investment,"SiFive Inc., a startup that sells chip designs based on the open-source RISC-V architecture, has raised $400 million in funding at a $3.65 billion valuation. Atreides Management led the Series G round. SiFive stated in today’s funding announcement that Nvidia…",https://siliconangle.com/2026/04/09/risc-v-chip-design-startup-sifive-nabs-400m-investment/,https://d15shllkswkct0.cloudfront.net/wp-content/blogs.dir/1/files/2026/04/SiFive.jpg,2026-04-10T00:44:53Z,"SiFive Inc., a startup that sells chip designs based on the open-source RISC-V architecture, has raised $400 million in funding at a $3.65 billion valuation.
Atreides Management led the Series G rou… [+4372 chars]"
Slashdot.org,feedfeeder,Nvidia’s stock is quietly gaining steam — it’s on its longest winning streak since 2023 - MarketWatch,Nvidia’s stock is quietly gaining steam — it’s on its longest winning streak since 2023MarketWatch Nvidia Shares Near Level Where Technical Traders See a BreakoutYahoo Finance Where Nvidia Stock Needs to Trade to Get Out of Its Sideways TrapBarron's Chart of …,https://slashdot.org/firehose.pl?op=view&amp;id=181509892,,2026-04-10T00:32:29Z,The Fine Print: The following comments are owned by whoever posted them. We are not responsible for them in any way.
Yahoo Entertainment,Rian Howlett,"Stock market today: Stocks mixed as Nasdaq rises, Dow falls after March CPI data shows surging energy costs",Focus turns to the weekend US-Iran talks after the CPI print met forecasts for a surge thanks to rising energy costs.,https://finance.yahoo.com/news/live/stock-market-today-stocks-mixed-as-nasdaq-rises-dow-falls-after-march-cpi-data-shows-surging-energy-costs-230420728.html,https://s.yimg.com/ny/api/res/1.2/EhDtc2dv20fDNRcUY9nVzQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2026-04/9cdb0000-2f60-11f1-a5da-115073d6f6ed,2026-04-09T23:04:20Z,"US stocks opened Friday's session mixed, with the tech-heavy Nasdaq rising as much as 0.5% and the blue-chip Dow falling about 0.4% after the March inflation report showed energy costs surged last mo… [+4014 chars]"
TechRadar,Tom Bailey,How to watch Aintree Races for free — live stream Grand National 2026 from anywhere,Hold onto your hats and place your bets: here's how to watch Aintree Races for free from anywhere in the world as the sport of kings heads to Aintree for the Grand National weekend.,https://www.techradar.com/how-to-watch/horse-racing/how-to-watch-aintree-races-for-free,https://cdn.mos.cms.futurecdn.net/mLAaKvsmxMH9sSN5fhX2Fh-2555-80.jpg,2026-04-09T21:29:58Z,Aintree hosts the Grand National this weekend (9-11 April) but there's plenty of horse racing to come before the blue ribband event at one of the hottest weekends in the horse racing calendar – and y… [+4683 chars]
24/7 Wall St.,Jeremy Phillips,Interactive Brokers Founder Says Legalizing Insider Trading Would Make Markets More Fair,"In May, the first ever “Enhanced Games” are happening in Vegas, where athletes will be able to compete openly without steroid tests. Unrelated… The founder...",https://247wallst.com/investing/2026/04/09/interactive-brokers-founder-says-legalizing-insider-trading-would-make-markets-more-fair/,https://s.yimg.com/ny/api/res/1.2/mDxEefLHaxc9.9YgycwbqQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzU-/https://media.zenfs.com/en/24_7_wall_st__718/6e57dd05c14b9c15d67814628499885d,2026-04-09T21:10:52Z,"<ul><li>Thomas Peterffy, founder of Interactive Brokers (IBKR), argues that legalizing insider trading would accelerate information dissemination and actually reduce exploitation windows for sophisti… [+4531 chars]"
Barchart.com,Wajeeh Khan,"As Amazon Takes on Chipmakers, Should You Buy AMZN Stock Here?",Amazon stock pushed higher as the company revealed plans of selling AI chips and announces $25 billion data center investment in Mississippi. Here’s why...,https://www.barchart.com/story/news/1230176/as-amazon-takes-on-chipmakers-should-you-buy-amzn-stock-here,https://s.yimg.com/ny/api/res/1.2/kZCggDz7pJZGPaywOdGV7A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/barchart_com_477/53921926b0ea4c196011ac50e860a881,2026-04-09T20:49:00Z,"Amazon (AMZN) shares ripped higher on Thursday after CEO Andy Jassy said the company could start selling artificial intelligence (AI) chips directly to third parties.
Adding to momentum on April 9 w… [+2798 chars]"
24/7 Wall St.,John Seetoo,CLO equity stress test reveals the danger behind 22% yields,"Oxford Square Capital Corp. (NASDAQ:OXSQ) carries a yield around 22%, but that number rests on two income streams, one of which is visibly cracking...",https://247wallst.com/investing/2026/04/09/clo-equity-stress-test-reveals-the-danger-behind-22-yields/,https://s.yimg.com/ny/api/res/1.2/4P0dUSBOeCOoQFBmWSNqxg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDE-/https://media.zenfs.com/en/24_7_wall_st__718/6050efae69ff341327b1702809b088b9,2026-04-09T20:33:04Z,"<ul><li>Oxford Square Capital Corp. (OXSQ) 22% yield masks NAV erosion as half of distributions come from returned capital.
</li><li>Oxford Squares CLO equity yields compressed from 9.7% to 8.6% in … [+4988 chars]"
The Next Web,Alina Maria Stan,"Meta commits another $21 billion to CoreWeave, bringing total AI cloud spend to $35 billion","In short: Meta has committed an additional $21 billion to CoreWeave for dedicated AI cloud capacity running from 2027 through December 2032, bringing the total value of the two companies’ infrastructure relationship to approximately $35 billion. The new contr…",https://thenextweb.com/news/meta-coreweave-21-billion-ai-cloud-deal/,https://cdn0.tnwcdn.com/wp-content/blogs.dir/1/files/2026/04/meta-coreweave-21-billion-ai-cloud-deal.png,2026-04-09T20:31:48Z,"In short: Meta has committed an additional $21 billion to CoreWeave for dedicated AI cloud capacity running from 2027 through December 2032, bringing the total value of the two companies infrastructu… [+6727 chars]"
24/7 Wall St.,David Beren,Why Nurses at Non-Profit Hospitals Are Maxing Two Retirement Accounts While Most Workers Can Only Max One,"Nurses at non-profit hospitals can contribute to both a 403(b) and a 457(b) simultaneously, a combination that for-profit hospital employees cannot access...",https://247wallst.com/personal-finance/2026/04/09/why-nurses-at-non-profit-hospitals-are-maxing-two-retirement-accounts-while-most-workers-can-only-max-one/,https://s.yimg.com/ny/api/res/1.2/Sy1eOHpUTwvoDBkrhID05w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/24_7_wall_st__718/5ca4e4886dfd98393cb2645da5bb2b80,2026-04-09T20:17:11Z,"Nurses at non-profit hospitals can contribute to both a 403(b) and a 457(b) simultaneously, a combination that for-profit hospital employees cannot access through a standard 401(k). A nurse at a for-… [+5322 chars]"
